id,name,type,address,city,postcode,lat,lon,website,phone,opening_hours,price_tier,avg_rating,suggested_duration,tags,image_url,description_short
94,Kensington Palace,Attraction,Kensington Gardens,London,W8 4PX,51.505,-0.1877,https://www.hrp.org.uk/kensington-palace,+44 20 3166 6000,10:00-18:00,3,4.4,90,Royal;History;Park,,
95,Royal Albert Hall,Attraction,Kensington Gore,London,SW7 2AP,51.5009,-0.1774,https://www.royalalberthall.com,+44 20 7589 8212,09:00-17:00,3,4.7,60,Music;Architecture;Iconic,,
96,Sky Garden,Attraction,1 Sky Garden Walk,London,EC3M 8AF,51.5112,-0.0835,https://skygarden.london,+44 20 7337 2344,10:00-18:00,1,4.6,60,Views;Free;Gardens,,
97,Borough Market,Market,8 Southwark Street,London,SE1 1TL,51.5055,-0.0903,https://boroughmarket.org.uk,+44 20 7407 1002,10:00-17:00,2,4.7,60,Food;Lunch;Busy,,
98,Covent Garden Market,Market,The Market,London,WC2E 8RF,51.5117,-0.1233,https://www.coventgarden.london,,10:00-20:00,1,4.6,60,Shopping;Street Performers;Food,,
99,Camden Market,Market,Camden Lock Place,London,NW1 8AF,51.5416,-0.1463,https://www.camdenmarket.com,+44 20 7485 5511,10:00-18:00,2,4.6,120,Alternative;Food;Shopping,,
100,Portobello Road Market,Market,Portobello Road,London,W11 1LA,51.5155,-0.2045,http://www.portobelloroad.co.uk,,09:00-19:00,1,4.5,120,Antiques;Notting Hill;Saturday,,
101,British Museum,Museum,Great Russell Street,London,WC1B 3DG,51.5194,-0.127,https://www.britishmuseum.org,+44 20 7323 8299,10:00-17:00,1,4.8,180,History;Culture;Free,,
102,Natural History Museum,Museum,Cromwell Road,London,SW7 5BD,51.4967,-0.1764,https://www.nhm.ac.uk,+44 20 7942 5000,10:00-17:50,1,4.7,180,Dinosaurs;Nature;Free,,
103,Science Museum,Museum,Exhibition Road,London,SW7 2DD,51.4975,-0.1747,https://www.sciencemuseum.org.uk,+44 330 058 0058,10:00-18:00,1,4.5,120,Science;Kids;Interactive,,
104,Victoria and Albert Museum,Museum,Cromwell Road,London,SW7 2RL,51.4966,-0.1722,https://www.vam.ac.uk,+44 20 7942 2000,10:00-17:45,1,4.8,150,Art;Design;Fashion,,
105,Tate Modern,Museum,Bankside,London,SE1 9TG,51.5076,-0.0994,https://www.tate.org.uk/visit/tate-modern,+44 20 7887 8888,10:00-18:00,1,4.6,120,Modern Art;Views;Free,,
106,Tate Britain,Museum,Millbank,London,SW1P 4RG,51.4911,-0.1278,https://www.tate.org.uk/visit/tate-britain,+44 20 7887 8888,10:00-18:00,1,4.6,90,British Art;Turner;Free,,
107,National Gallery,Museum,Trafalgar Square,London,WC2N 5DN,51.5089,-0.1283,https://www.nationalgallery.org.uk,+44 20 7747 2885,10:00-18:00,1,4.8,120,Art;Paintings;Free,,
108,National Portrait Gallery,Museum,St Martin's Place,London,WC2H 0HE,51.5094,-0.1281,https://www.npg.org.uk,+44 20 7306 0055,10:30-18:00,1,4.6,90,Portraits;History;Art,,
109,Imperial War Museum,Museum,Lambeth Road,London,SE1 6HZ,51.4958,-0.1086,https://www.iwm.org.uk,+44 20 7416 5000,10:00-18:00,1,4.7,120,War;History;Tanks,,
110,Churchill War Rooms,Museum,Clive Steps,London,SW1A 2AQ,51.5022,-0.1292,https://www.iwm.org.uk/visits/churchill-war-rooms,+44 20 7930 6961,09:30-18:00,3,4.8,90,History;WWII;Bunker,,
111,London Transport Museum,Museum,Covent Garden,London,WC2E 7BB,51.5122,-0.1227,https://www.ltmuseum.co.uk,+44 343 222 5000,10:00-18:00,3,4.6,90,Transport;Kids;Buses,,
112,Royal Museums Greenwich,Museum,Romney Road,London,SE10 9NF,51.4812,-0.0052,https://www.rmg.co.uk,+44 20 8858 4422,10:00-17:00,2,4.7,120,Maritime;Greenwich;History,,
113,Design Museum,Museum,Kensington High St,London,W8 6AG,51.4996,-0.2008,https://designmuseum.org,+44 20 3862 5900,10:00-18:00,2,4.4,90,Design;Modern;Architecture,,
114,Saatchi Gallery,Museum,Duke of York's HQ,London,SW3 4RY,51.4907,-0.1588,https://www.saatchigallery.com,+44 20 7811 3070,10:00-18:00,2,4.4,60,Contemporary Art;Chelsea;Exhibitions,,
115,Hyde Park,Park,Westminster,London,W2 2UH,51.5073,-0.1657,https://www.royalparks.org.uk,,05:00-00:00,1,4.7,120,Park;Boating;Walk,,
116,Regent's Park,Park,Camden,London,NW1 4NR,51.5313,-0.1569,https://www.royalparks.org.uk,,05:00-21:30,1,4.7,90,Park;Roses;Gardens,,
117,St James's Park,Park,The Mall,London,SW1A 2BJ,51.5025,-0.1348,https://www.royalparks.org.uk,,05:00-00:00,1,4.8,60,Park;Palace;Pelicans,,
118,Greenwich Park,Park,Greenwich,London,SE10 8QY,51.4769,0.0005,https://www.royalparks.org.uk,,06:00-21:00,1,4.8,90,Park;Views;Observatory,,
119,Richmond Park,Park,Richmond,London,TW10 5HS,51.4426,-0.28,https://www.royalparks.org.uk,,07:00-20:30,1,4.8,180,Deer;Nature;Wild,,
120,Shakespeare's Globe,Theatre,21 New Globe Walk,London,SE1 9DT,51.5081,-0.0972,https://www.shakespearesglobe.com,+44 20 7902 1400,Varies,3,4.7,150,Theatre;Shakespeare;OpenAir,,
121,Royal Opera House,Theatre,Bow Street,London,WC2E 9DD,51.5129,-0.1221,https://www.roh.org.uk,+44 20 7304 4000,Varies,4,4.7,180,Opera;Ballet;CoventGarden,,
122,National Theatre,Theatre,Upper Ground,London,SE1 9PX,51.5069,-0.1141,https://www.nationaltheatre.org.uk,+44 20 7452 3000,Varies,3,4.7,150,Theatre;Southbank;Culture,,
123,The Old Vic,Theatre,The Cut,London,SE1 8NB,51.502,-0.1095,https://www.oldvictheatre.com,+44 344 871 7628,Varies,3,4.6,150,Theatre;Historic;Waterloo,,
124,London Palladium,Theatre,Argyll Street,London,W1F 7TF,51.5145,-0.1408,https://lwtheatres.co.uk,,Varies,3,4.6,150,Theatre;Musical;WestEnd,,
125,Harrods,Shopping,Brompton Road,London,SW1X 7XL,51.4994,-0.1632,https://www.harrods.com,+44 20 7730 1234,10:00-21:00,4,4.5,120,Luxury;Shopping;FoodHall,,
126,Selfridges,Shopping,400 Oxford Street,London,W1A 1AB,51.5144,-0.1528,https://www.selfridges.com,+44 800 123 400,10:00-22:00,3,4.6,120,Shopping;Fashion;OxfordSt,,
127,Liberty London,Shopping,Regent Street,London,W1B 5AH,51.5142,-0.1396,https://www.libertylondon.com,+44 20 7734 1234,10:00-20:00,3,4.7,60,Tudor;Fabric;Luxury,,
128,Fortnum & Mason,Shopping,181 Piccadilly,London,W1A 1ER,51.5083,-0.1384,https://www.fortnumandmason.com,+44 20 7734 8040,10:00-20:00,4,4.6,60,Tea;Gifts;Royal,,
129,Twist Museum,Museum,248 Oxford Street,London,W1C 1NY,51.5143,-0.15,https://twistmuseum.com,,10:00-20:00,3,4.5,60,Illusions;Interactive;Fun,,
130,ABBA Voyage,Attraction,Pudding Mill Lane,London,E15 2RU,51.5323,-0.0104,https://abbavoyage.com,,Varies,4,4.9,120,Music;Concert;Unique,,
131,Cutty Sark,Attraction,King William Walk,London,SE10 9HT,51.4828,-0.0096,https://www.rmg.co.uk/cutty-sark,+44 20 8858 4422,10:00-17:00,3,4.6,60,Ship;History;Greenwich,,
132,O2 Arena,Music Venue,Peninsula Square,London,SE10 0DX,51.503,0.0032,https://www.theo2.co.uk,+44 20 8463 2000,Varies,3,4.5,180,Concerts;Entertainment;Dome,,
133,Wembley Stadium,Sport Venue,Wembley,London,HA9 0WS,51.556,-0.2796,https://www.wembleystadium.com,+44 800 169 2007,Varies,3,4.6,180,Football;Sports;Iconic,,
134,Emirates Stadium,Sport Venue,Hornsey Road,London,N7 7AJ,51.5549,-0.1084,https://www.arsenal.com,+44 20 7619 5000,Varies,3,4.6,120,Football;Arsenal;Tour,,
135,Seven Dials Market,Food,Earlham Street,London,WC2H 9LX,51.5134,-0.1265,https://www.sevendialsmarket.com,,11:00-22:00,2,4.5,60,FoodHall;CoventGarden;Lunch,,
136,King's College Chapel,Attraction,King's Parade,Cambridge,CB2 1ST,52.2047,0.1165,https://www.kings.cam.ac.uk/chapel,+44 1223 331100,09:30-15:30,3,4.7,60,History;Architecture;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/KingsCollegeChapelWest.jpg/800px-KingsCollegeChapelWest.jpg,Masterpiece of English Gothic architecture and home to the famous choir.
137,The Fitzwilliam Museum,Museum,Trumpington Street,Cambridge,CB2 1RB,52.2003,0.1197,https://www.fitzmuseum.cam.ac.uk,+44 1223 332900,10:00-17:00,1,4.7,120,Art;History;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Fitzwilliam_Museum_Exterior_2010.jpg/800px-Fitzwilliam_Museum_Exterior_2010.jpg,The art and antiquities museum of the University of Cambridge.
138,Cambridge Botanic Garden,Nature,1 Brookside,Cambridge,CB2 1JE,52.1936,0.1287,https://www.botanic.cam.ac.uk,+44 1223 336265,10:00-18:00,3,4.8,120,Nature;Gardens;Walk,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Cambridge_University_Botanic_Garden_Glasshouse.jpg/800px-Cambridge_University_Botanic_Garden_Glasshouse.jpg,Heritage-listed garden maintaining a collection of 8000 plant species.
139,The Eagle,Pub,8 Benet Street,Cambridge,CB2 3QN,52.204,0.1189,https://www.greeneking-pubs.co.uk,+44 1223 505020,11:00-23:00,2,4.4,60,History;Pub;DNA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/The_Eagle_Pub_Cambridge.jpg/800px-The_Eagle_Pub_Cambridge.jpg,Historic pub where Watson and Crick announced the discovery of DNA.
140,The Varsity Hotel & Spa,Hotel,24 Thompsons Lane,Cambridge,CB5 8AQ,52.2109,0.117,https://www.thevarsityhotel.co.uk,+44 1223 306030,24-Jul,4,4.5,0,Luxury;Views;Spa,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Cambridge_Varsity_Hotel.jpg/800px-Cambridge_Varsity_Hotel.jpg,Boutique hotel with a spectacular rooftop bar overlooking the city.
141,River Bar Steakhouse,Restaurant,Quayside,Cambridge,CB5 8AQ,52.211,0.1172,https://riverbarsteakhouse.com,+44 1223 307030,12:00-22:00,3,4.5,90,Food;Steak;River,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cambridge_Punting.jpg/800px-Cambridge_Punting.jpg,Premium steakhouse located in a converted warehouse by the river.
142,Bodleian Library,Attraction,Broad Street,Oxford,OX1 3BG,51.7539,-1.2551,https://www.bodleian.ox.ac.uk,+44 1865 277094,09:00-17:00,3,4.8,90,History;Harry Potter;Books,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Bodleian_Library_Oxford.jpg/800px-Bodleian_Library_Oxford.jpg,One of the oldest libraries in Europe with over 13 million items.
143,Ashmolean Museum,Museum,Beaumont Street,Oxford,OX1 2PH,51.7554,-1.2602,https://www.ashmolean.org,+44 1865 278000,10:00-17:00,1,4.7,150,Art;Archaeology;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Ashmolean_Museum_Entrance.jpg/800px-Ashmolean_Museum_Entrance.jpg,"Britain's first public museum, founded in 1683."
144,Oxford Castle & Prison,Attraction,44-46 Oxford Castle,Oxford,OX1 1AY,51.7516,-1.2625,https://www.oxfordcastleandprison.co.uk,+44 1865 260666,10:00-17:30,3,4.4,90,History;Tours;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Oxford_Castle_Motte.jpg/800px-Oxford_Castle_Motte.jpg,Partly ruined Norman castle with guided tours of the prison cells.
145,The Turf Tavern,Pub,4-5 Bath Place,Oxford,OX1 3SU,51.7547,-1.2536,https://www.greeneking-pubs.co.uk,+44 1865 243235,11:00-23:00,2,4.5,90,Hidden Gem;Ale;History,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Turf_Tavern_Oxford.jpg/800px-Turf_Tavern_Oxford.jpg,Famous hidden pub frequented by literary and political giants.
146,The Grand Café,Cafe,84 High Street,Oxford,OX1 4BG,51.7523,-1.2518,https://www.thegrandcafe.co.uk,+44 1865 204463,09:00-18:30,3,4.2,60,Tea;History;Elegant,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Grand_Cafe_Oxford.jpg/800px-Grand_Cafe_Oxford.jpg,"The site of the first coffee house in England, established in 1650."
147,Malmaison Oxford,Hotel,Oxford Castle,Oxford,OX1 1AY,51.7514,-1.2628,https://www.malmaison.com,+44 1865 689944,24-Jul,4,4.5,0,Unique;Luxury;Prison,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Malmaison_Oxford.jpg/800px-Malmaison_Oxford.jpg,Boutique hotel converted from a Victorian prison.
148,The Roman Baths,History,Abbey Church Yard,Bath,BA1 1LZ,51.3809,-2.3595,https://www.romanbaths.co.uk,+44 1225 477785,09:00-18:00,4,4.7,120,History;Must-See;Romans,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Roman_Baths_in_Bath_SPA.jpg/800px-Roman_Baths_in_Bath_SPA.jpg,Well-preserved Roman site for public bathing.
149,Bath Abbey,Attraction,Orange Grove,Bath,BA1 1LT,51.3814,-2.3589,https://www.bathabbey.org,+44 1225 422462,10:00-17:30,2,4.6,45,Religion;Architecture;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Bath_Abbey_West_Front.jpg/800px-Bath_Abbey_West_Front.jpg,Parish church known for its fan vaulting and tower tours.
150,The Royal Crescent,Attraction,Royal Crescent,Bath,BA1 2LS,51.3872,-2.3686,https://no1royalcrescent.org.uk,,24-Jul,1,4.7,30,Architecture;Walk;Bridgerton,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Royal_Crescent_Bath.jpg/800px-Royal_Crescent_Bath.jpg,A row of 30 terraced houses laid out in a sweeping crescent.
151,Thermae Bath Spa,Spa,The Hetling Pump Room,Bath,BA1 1SJ,51.3803,-2.3611,https://www.thermaebathspa.com,+44 1225 331234,09:00-21:30,4,4.4,120,Relax;Pool;Views,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Thermae_Bath_Spa_Rooftop_Pool.jpg/800px-Thermae_Bath_Spa_Rooftop_Pool.jpg,Britain's only natural thermal spa with a rooftop pool.
152,Sally Lunn's House,Food,4 North Parade Passage,Bath,BA1 1NX,51.3812,-2.3583,https://www.sallylunns.co.uk,+44 1225 461634,10:00-21:00,2,4.5,60,Food;Tea;History,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Sally_Lunn%27s_Bath.jpg/800px-Sally_Lunn%27s_Bath.jpg,"One of the oldest houses in Bath, home of the famous bun."
153,The Gainsborough,Hotel,Beau Street,Bath,BA1 1QY,51.38,-2.3605,https://www.thegainsboroughbathspa.co.uk,+44 1225 358888,24-Jul,4,4.6,0,Luxury;Spa;Hotel,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Gainsborough_Hotel_Bath.jpg/800px-Gainsborough_Hotel_Bath.jpg,5-star hotel with exclusive access to natural thermal waters.
154,Cadbury World,Attraction,Linden Road,Birmingham,B30 1JR,52.4299,-1.9324,https://www.cadburyworld.co.uk,+44 121 393 6004,09:30-16:30,4,4.4,180,Family;Chocolate;Fun,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Cadbury_World_Entrance.jpg/800px-Cadbury_World_Entrance.jpg,Visitor attraction created by the Cadbury chocolate company.
155,National SEA LIFE Centre,Attraction,The Water's Edge,Birmingham,B1 2HL,52.4792,-1.9161,https://www.visitsealife.com,+44 121 643 6777,10:00-16:00,3,4.4,120,Family;Animals;Indoor,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Sea_Life_Centre_Birmingham.jpg/800px-Sea_Life_Centre_Birmingham.jpg,Aquarium housing over 2000 creatures including sea otters.
156,Birmingham Museum & Art Gallery,Museum,Chamberlain Square,Birmingham,B3 3DH,52.4802,-1.9038,https://www.birminghammuseums.org.uk,+44 121 348 8000,10:00-17:00,1,4.6,120,Art;History;Culture,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Birmingham_Museum_and_Art_Gallery.jpg/800px-Birmingham_Museum_and_Art_Gallery.jpg,Museum exhibiting pre-Raphaelite art and the Staffordshire Hoard.
157,Library of Birmingham,Attraction,Centenary Square,Birmingham,B1 2ND,52.4795,-1.9088,https://www.birmingham.gov.uk,+44 121 242 4242,11:00-19:00,1,4.5,60,Modern;Views;Architecture,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Library_of_Birmingham_Exterior.jpg/800px-Library_of_Birmingham_Exterior.jpg,Postmodern library with rooftop gardens and panoramic views.
158,Adam's Restaurant,Restaurant,16 Waterloo Street,Birmingham,B2 5UG,52.4805,-1.8997,https://www.adamsrestaurant.co.uk,+44 121 643 3745,12:00-13:30,4,4.9,120,Michelin;Fine Dining;Modern,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Birmingham_Council_House.jpg/800px-Birmingham_Council_House.jpg,Contemporary British fine dining in a stylish setting.
159,The Grand Hotel,Hotel,Colmore Row,Birmingham,B3 2DA,52.4811,-1.8988,https://www.thegrandhotelbirmingham.co.uk,+44 121 827 9600,24-Jul,4,4.7,0,Luxury;History;Central,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Grand_Hotel_Birmingham.jpg/800px-Grand_Hotel_Birmingham.jpg,Landmark Victorian hotel blending old-world luxury with modern style.
160,National Space Centre,Museum,Exploration Drive,Leicester,LE4 5NS,52.6536,-1.1332,https://spacecentre.co.uk,+44 116 261 0261,10:00-16:00,3,4.6,180,Space;Science;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/National_Space_Centre%2C_Leicester.jpg/960px-National_Space_Centre%2C_Leicester.jpg,Museum and educational resource covering the fields of space science.
161,King Richard III Visitor Centre,Attraction,4A St Martin's,Leicester,LE1 5DB,52.6346,-1.1352,https://kriii.com,+44 116 229 4132,10:00-16:00,3,4.5,90,History;Royal;Interactive,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png/960px-Dynasty_Death_and_Discovery%2C_Richard_III_museum_entrance.png,"Exhibition telling the story of the life, death, and discovery of Richard III."
162,Leicester Cathedral,History,Peacock Lane,Leicester,LE1 5PZ,52.6349,-1.1362,https://leicestercathedral.org,+44 116 261 5200,08:00-18:00,1,4.6,45,Religion;History;Tomb,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Leicester_Cathedral_south_facade.jpg/500px-Leicester_Cathedral_south_facade.jpg,The final resting place of King Richard III.
163,Bradgate Park,Nature,Newtown Linford,Leicester,LE6 0HE,52.6862,-1.2173,https://www.bradgatepark.org,+44 116 236 2713,07:45-19:00,1,4.8,120,Nature;Deer;Walking,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Bradgate_park_rocks.jpg/500px-Bradgate_park_rocks.jpg,Medieval deer park with rocky outcrops and historic ruins.
164,Kayal,Restaurant,153 Granby Street,Leicester,LE1 6FE,52.6322,-1.1275,https://www.kayalrestaurant.com,+44 116 255 4667,12:00-23:00,2,4.5,90,Food;Indian;Kerala,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Granby_Street_Leicester.jpg/800px-Granby_Street_Leicester.jpg,Authentic Keralan seafood and cuisine in a relaxed setting.
165,St Martins Lodge,Hotel,2 Peacock Lane,Leicester,LE1 5PZ,52.6348,-1.1358,https://www.stmartinslodge.co.uk,+44 116 261 5200,24-Jul,3,4.8,0,Boutique;History;Central,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Leicester_Cathedral_Exterior.jpg/800px-Leicester_Cathedral_Exterior.jpg,Luxury accommodation located opposite the Cathedral.
166,Old Trafford,Attraction,Sir Matt Busby Way,Manchester,M16 0RA,53.4631,-2.2913,https://www.manutd.com,+44 161 868 8000,09:30-16:00,3,4.6,120,Sports;Football;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Manchester_United_Old_Trafford.jpg/800px-Manchester_United_Old_Trafford.jpg,"The historic home of Manchester United Football Club, known as the Theatre of Dreams."
167,John Rylands Library,Attraction,150 Deansgate,Manchester,M3 3EH,53.4801,-2.2476,https://www.library.manchester.ac.uk/rylands,+44 161 306 0555,10:00-17:00,1,4.8,60,Architecture;Harry Potter;Library,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/John_Rylands_Library_Manchester.jpg/800px-John_Rylands_Library_Manchester.jpg,A neo-Gothic masterpiece housing one of the world's finest collections of rare books.
168,Science and Industry Museum,Museum,Liverpool Road,Manchester,M3 4FP,53.4771,-2.255,https://www.scienceandindustrymuseum.org.uk,+44 330 058 0058,10:00-17:00,1,4.5,120,Science;Industrial;Kids,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Museum_of_Science_and_Industry_Manchester.jpg/800px-Museum_of_Science_and_Industry_Manchester.jpg,Museum exploring Manchester's rich legacy of scientific and industrial innovations.
169,The Ivy Spinningfields,Restaurant,The Pavilion,Manchester,M3 3GY,53.4802,-2.2514,https://theivymanchester.com,+44 161 503 3222,08:30-00:00,4,4.4,120,Dining;Luxury;Instagrammable,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Spinningfields_Manchester.jpg/800px-Spinningfields_Manchester.jpg,Upscale dining with a roof garden in the heart of the business district.
170,Dakota Manchester,Hotel,29 Ducie Street,Manchester,M1 2JL,53.4808,-2.2323,https://www.dakotahotels.co.uk,+44 161 674 9180,24-Jul,4,4.8,0,Hotel;Luxury;Romantic,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Piccadilly_Basin_Manchester.jpg/800px-Piccadilly_Basin_Manchester.jpg,"Sophisticated luxury hotel known for its dark, stylish aesthetic and service."
171,Clifton Suspension Bridge,Attraction,Bridge Road,Bristol,BS8 3PA,51.4549,-2.6278,https://cliftonbridge.org.uk,+44 117 974 4664,24-Jul,1,4.7,45,Views;Iconic;Engineering,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg/800px-Clifton_Suspension_Bridge_spanning_the_Avon_Gorge.jpg,Brunel's iconic suspension bridge spanning the picturesque Avon Gorge.
172,SS Great Britain,Museum,Great Western Dockyard,Bristol,BS1 6TY,51.4496,-2.6072,https://www.ssgreatbritain.org,+44 117 926 0680,10:00-17:00,3,4.8,150,History;Maritime;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/SS_Great_Britain_Bristol.jpg/800px-SS_Great_Britain_Bristol.jpg,Museum ship that was the longest passenger ship in the world from 1845 to 1854.
173,St Nicholas Market,Market,The Corn Exchange,Bristol,BS1 1JQ,51.4542,-2.5925,https://www.bristol.gov.uk,,09:30-17:00,1,4.6,60,Food;Shopping;Local,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/St_Nicholas_Market_Bristol.jpg/800px-St_Nicholas_Market_Bristol.jpg,Vibrant indoor market with a wide array of independent food stalls.
174,Royal Armouries Museum,Museum,Armouries Drive,Leeds,LS10 1LT,53.7918,-1.5323,https://royalarmouries.org,+44 113 220 1999,10:00-17:00,1,4.7,120,History;Weapons;Free,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Royal_Armouries_Museum_Leeds.jpg/800px-Royal_Armouries_Museum_Leeds.jpg,National museum housing the national collection of arms and armour.
175,Kirkstall Abbey,Attraction,Abbey Road,Leeds,LS5 3EH,53.8206,-1.6062,https://museumsandgalleries.leeds.gov.uk,+44 113 378 4079,10:00-16:00,1,4.6,60,Ruins;History;Park,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Kirkstall_Abbey_Leeds.jpg/800px-Kirkstall_Abbey_Leeds.jpg,One of the most complete examples of a medieval Cistercian abbey in Britain.
176,Harewood House,Attraction,Harewood,Leeds,LS17 9LG,53.8967,-1.5273,https://harewood.org,+44 113 218 1010,10:00-17:00,3,4.6,180,Stately Home;Gardens;Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Harewood_House_South_Front.jpg/800px-Harewood_House_South_Front.jpg,18th-century country house with an exotic bird garden and Himalayan garden.
177,Newcastle Castle,Attraction,The Black Gate,Newcastle,NE1 1RQ,54.9697,-1.6112,https://www.newcastlecastle.co.uk,+44 191 230 6300,10:00-17:00,2,4.5,60,History;Views;Fortress,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Newcastle_Castle_Keep.jpg/800px-Newcastle_Castle_Keep.jpg,The medieval fortification that gave the city of Newcastle its name.
178,The Alnwick Garden,Attraction,Denwick Lane,Northumberland,NE66 1YU,55.4136,-1.6985,https://www.alnwickgarden.com,+44 1665 511350,10:00-17:00,3,4.6,150,Gardens;Poison Garden;Family,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Alnwick_Garden_Cascade.jpg/800px-Alnwick_Garden_Cascade.jpg,Complex of formal gardens adjacent to Alnwick Castle featuring a Poison Garden.
179,Hadrian's Wall (Housesteads),History,Hexham,Northumberland,NE47 6NN,55.0135,-2.3294,https://www.english-heritage.org.uk,+44 1434 344363,10:00-17:00,2,4.7,90,Romans;Hiking;Ruins,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Hadrians_Wall_Housesteads.jpg/800px-Hadrians_Wall_Housesteads.jpg,The most complete Roman fort on Hadrian's Wall with stunning views.
180,Chatsworth House,Attraction,Bakewell,Derbyshire,DE45 1PP,53.2285,-1.6104,https://www.chatsworth.org,+44 1246 565300,10:00-17:00,4,4.8,240,Stately Home;Pride & Prejudice;Gardens,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Chatsworth_House_from_South_West.jpg/800px-Chatsworth_House_from_South_West.jpg,Magnificent stately home used as Pemberley in Pride & Prejudice.
181,Alton Towers,Theme Park,Farley Lane,Staffordshire,ST10 4DB,52.9875,-1.8943,https://www.altontowers.com,+44 1538 704096,10:00-17:00,4,4.5,360,Thrills;Family;Coasters,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Alton_Towers_Gardens.jpg/800px-Alton_Towers_Gardens.jpg,The UK's largest theme park with world-class rollercoasters.
182,Blackpool Pleasure Beach,Theme Park,525 Ocean Blvd,Blackpool,FY4 1EZ,53.7915,-3.056,https://www.blackpoolpleasurebeach.com,+44 871 222 1234,11:00-17:00,4,4.4,240,Seaside;Fun;Coasters,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/The_Big_One_Blackpool_Pleasure_Beach.jpg/800px-The_Big_One_Blackpool_Pleasure_Beach.jpg,Historic amusement park featuring 'The Big One' rollercoaster.
183,Blackpool Tower,Attraction,Promenade,Blackpool,FY1 4BJ,53.8159,-3.0553,https://www.theblackpooltower.com,+44 1253 622242,10:00-17:00,3,4.5,90,Views;Iconic;Ballroom,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Blackpool_Tower_2016.jpg/800px-Blackpool_Tower_2016.jpg,"Iconic Victorian tower with a circus, dungeon, and famous ballroom."
184,Canterbury Cathedral,History,The Precincts,Canterbury,CT1 2EH,51.2798,1.0828,https://www.canterbury-cathedral.org,+44 1227 762862,10:00-17:00,3,4.7,90,Religion;History;Pilgrimage,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Canterbury_Cathedral_Exterior.jpg/800px-Canterbury_Cathedral_Exterior.jpg,One of the oldest and most famous Christian structures in England.
185,White Cliffs of Dover,Nature,Upper Road,Dover,CT16 1HJ,51.1317,1.3468,https://www.nationaltrust.org.uk,,24-Jul,1,4.7,90,Hiking;Views;Iconic,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/White_Cliffs_of_Dover_02.jpg/800px-White_Cliffs_of_Dover_02.jpg,Iconic chalk cliffs facing France across the English Channel.
